Formula,Avg Voltage (V),Capacity (mAh/g),Energy Density (Wh/L),Gravimetric Energy (Wh/kg),Stability Charge (eV),Stability Discharge (eV),capacity_score,energy_score,voltage_score,stability_score,Overall Score,Rank,Supply Chain Score,Recyclability Score,CathodeAI Score,CathodeAI Rank,Solid State Score,SS Compatibility,CathodeAI Final Score,Final Rank,Cost per kWh ($/kWh),Cost Score,CathodeAI Economic Score,Economic Rank,Thermal Safety Score,Onset Temp (°C),CathodeAI Safety Score,Safety Rank,Estimated Cycles,Cycle Life Category,Cycle Life Score,CathodeAI Complete Score
Li0-1MnPO4,4.234,170.87,2073.67,723.55,0.0891,0.0117,0.1535951531277248,0.21566716657271762,1.0,0.987202600106645,0.5511793282697433,165,0.7,0.44999999999999996,0.6983149806527966,113,0.9999999999999999,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7586519845222373,58,8.0,0.8222222222222222,0.7675704864569576,83,0.8,450,0.7662112106139001,61,934,Moderate (500-1000),0.37570394207562346,0.7439149096524016
Li0-7TiCr3(PO4)6,3.612,228.16,2301.51,824.15,0.066,0.0843,0.20509317105180364,0.2393631293980119,1.0,0.9809181626590153,0.5702199559812068,74,0.65,0.4166666666666667,0.6916733535459237,127,0.9000000000000002,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Ti may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.7333386828367391,59,15.0,0.6666666666666667,0.7386951570059561,166,1.0,650,0.749170678794221,95,1818,Good (1000-2000),0.7312952534191473,0.7432347727772525
Li0-4Cr2(PO4)3,3.889,257.29,2854.43,1000.61,0.0629,0.042,0.23127814682643127,0.29686827232884805,1.0,0.986682070944316,0.5948823290469096,30,0.65,0.42500000000000004,0.7121384943857976,74,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.7697107955086382,60,12.0,0.7333333333333334,0.7718005174986298,71,0.85,500,0.768116429964812,54,924,Moderate (500-1000),0.37168141592920356,0.7423616513226924
Li0-4Mn2V3O12,3.924,222.21,2649.54,871.99,0.0751,0.0331,0.19974471221695866,0.27555917022529053,1.0,0.9862631084478074,0.5805433953889979,45,0.55,0.6499999999999999,0.7327011401053883,39,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling']",0.7861609120843107,61,8.0,0.8222222222222222,0.7857479409309147,37,0.7,300,0.7693429062854551,48,783,Moderate (500-1000),0.3149637972646822,0.7418209821381504
Li0.1-0.45MnO2,3.912,104.16,1639.22,407.47,0.037,0.0103,0.09362949113234513,0.17048321709304287,1.0,0.9939948708833761,0.5236515685435055,256,0.7,0.6,0.7152974911546878,64,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7722379929237502,62,8.0,0.8222222222222222,0.7796368152368528,52,0.65,300,0.7614007169150347,68,905,Moderate (500-1000),0.36403861625100564,0.7405728986121163
Li0-2Mn3(P2O7)2,3.995,101.79,1286.42,406.62,0.0185,0.0083,0.09149909660485227,0.13379108364516795,1.0,0.9965975166950207,0.5125017267490166,297,0.7,0.44999999999999996,0.6694870887027964,186,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7355896709622372,63,8.0,0.8222222222222222,0.7438195335205289,145,0.85,450,0.7539144754439,84,1230,Good (1000-2000),0.49477071600965405,0.740454302374103
Li0-1CuPO4,4.466,161.98,2686.3,723.37,0.0781,0.0537,0.14560392639801523,0.2793823074859025,1.0,0.9832668918061093,0.567705707616191,81,0.75,0.575,0.7543827216551389,15,0.8,['❌ Voltage exceeds sulfide electrolyte window'],0.7635061773241112,64,12.0,0.7333333333333334,0.7776214765871687,57,0.9,550,0.7734629663264168,41,430,Poor (<500),0.17296862429605792,0.7397981253757057
Li0-4Mn5CuO12,3.397,192.13,2581.9,652.68,0.063,0.1043,0.17270578083004484,0.2685244312615313,0.7,0.9787598710103345,0.4805477552375207,414,0.7,0.725,0.7144205747027451,68,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7715364597621961,65,8.0,0.8222222222222222,0.7857194022919215,38,0.65,300,0.7608745670438692,69,665,Moderate (500-1000),0.2674979887369268,0.738432409010441
Li0-1VCuO4,3.73,144.54,2132.62,539.14,0.0377,0.0605,0.1299270991577301,0.22179812254423753,1.0,0.9875326917705609,0.547151115318288,189,0.55,0.7749999999999999,0.7390625998652001,32,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.7912500798921602,66,12.0,0.7333333333333334,0.7897545341913544,32,0.75,400,0.7692708932524535,50,482,Poor (<500),0.19388576025744167,0.7381839212788055
Li0-6Mn3V(PO4)6,3.965,194.39,2272.61,770.78,0.0399,0.062,0.17473729628664142,0.23635745293360266,1.0,0.9870629459411421,0.5626510018429125,98,0.55,0.5333333333333333,0.6901985899404385,128,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling']",0.7521588719523509,67,8.0,0.8222222222222222,0.7566509177202118,103,0.85,450,0.7588413761864853,73,1035,Good (1000-2000),0.416331456154465,0.737721423333498
Li0-4Mn5(P3O11)2,3.743,127.58,1454.83,477.6,0.0277,0.035,0.1146817442268106,0.1513061692289452,1.0,0.9920397125663357,0.5228682437103366,259,0.7,0.44999999999999996,0.6772136492729659,163,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7417709194183728,68,8.0,0.8222222222222222,0.752799554491076,107,0.8,450,0.7535504117860017,87,1136,Good (1000-2000),0.4569589702333065,0.7374269953703705
Li0-2CrPO5,4.069,303.1,3885.93,1233.23,0.1004,0.0931,0.27245678535151513,0.40414700149971816,1.0,0.9754335627047203,0.6356733311935023,13,0.65,0.42500000000000004,0.7425415844477306,28,0.8999999999999999,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.7740332675581845,69,12.0,0.7333333333333334,0.7780826805419828,56,0.85,500,0.7713582840019716,43,645,Moderate (500-1000),0.2594529364440869,0.7369517723794029
Li0-1MnPO4,3.841,170.87,1560.97,656.28,0.0878,0.0668,0.1535951531277248,0.16234501005705587,1.0,0.9803722418302313,0.5341581275735826,234,0.7,0.44999999999999996,0.6856284304212565,141,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7485027443370054,70,8.0,0.8222222222222222,0.755118472723451,105,0.8,450,0.7585992804749762,74,898,Moderate (500-1000),0.36122284794851167,0.7368475798302762
Li0-6V3Cu(PO4)6,3.686,194.25,2129.58,715.94,0.0237,0.0657,0.17461145019640978,0.2214819545009225,1.0,0.9886499250945839,0.5583949376635668,116,0.55,0.6166666666666666,0.7078597162735861,85,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ V associated with volume change during cycling']",0.7662877730188689,71,12.0,0.7333333333333334,0.7603827537724627,95,0.9,550,0.765549163097485,63,640,Moderate (500-1000),0.2574416733708769,0.7368019418053369
Li0-2Mn3(P2O7)2,4.24,101.79,1394.14,431.57,0.0584,0.0234,0.09149909660485227,0.14499424865368576,1.0,0.9896148084198766,0.5148152700103003,287,0.7,0.44999999999999996,0.6712114607562754,173,0.9999999999999999,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7369691686050202,72,8.0,0.8222222222222222,0.745026593957964,141,0.85,450,0.7549490986759873,81,978,Moderate (500-1000),0.3934030571198713,0.7362481054563533
Li0-6Mn9(PO4)8,3.7,124.09,1501.48,459.17,0.0432,0.0474,0.11154458097746456,0.1561578926567892,1.0,0.9884975750958536,0.523008149305781,258,0.7,0.44999999999999996,0.6773179262505988,162,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.741854341000479,73,8.0,0.8222222222222222,0.7493011198039906,121,0.8,450,0.7536129779725815,86,1064,Good (1000-2000),0.42799678197908286,0.7360310244464757
Li0-0.67MnPO4,3.614,115.62,1421.93,417.84,0.0248,0.0391,0.10393089251844993,0.1478844821812267,1.0,0.9918873625676053,0.5191311721691213,270,0.7,0.44999999999999996,0.6744282672853614,167,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7395426138282892,74,8.0,0.8222222222222222,0.7472783585283244,131,0.8,450,0.751879182593439,90,1133,Good (1000-2000),0.4557522123893805,0.735973966484372
Li0-4Ti5Mn3O16,3.531,155.84,2085.38,550.29,0.0945,0.0402,0.140084676440713,0.21688503755535543,1.0,0.9828987126425107,0.5475214872731615,184,0.7,0.5,0.7080886522127243,84,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ Ti may cause interfacial resistance with sulfides']",0.7664709217701795,75,8.0,0.8222222222222222,0.7720906279774785,70,0.7,300,0.7620754135498568,67,730,Moderate (500-1000),0.2936444086886565,0.7359487687630171
Li0-2TiMn3O8,3.667,151.18,2172.34,554.41,0.094,0.0543,0.1358957994372882,0.2259291076364983,1.0,0.981172079323566,0.5489284940488064,175,0.7,0.5,0.7091373480394154,80,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ Ti may cause interfacial resistance with sulfides']",0.7673098784315324,76,8.0,0.8222222222222222,0.7728247150561622,68,0.7,300,0.7627046310458714,66,703,Moderate (500-1000),0.2827835880933226,0.735930075646596
Li5-7Mn5O12,3.519,104.03,1448.58,366.13,0.0847,0.0216,0.09351263404855861,0.1506561526925245,1.0,0.9865043292791306,0.5165506537117666,277,0.7,0.6,0.7100049084332429,77,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7680039267465943,77,8.0,0.8222222222222222,0.77950343590327,53,0.65,300,0.7582251672821678,75,787,Moderate (500-1000),0.3165728077232502,0.7355533168250061
Li0-5TiMn9O20,3.827,149.39,2278.63,571.73,0.0592,0.0153,0.13428676728361214,0.23698354886148307,1.0,0.9905416042454867,0.5532479971161709,151,0.7,0.5,0.7123568384630125,73,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ Ti may cause interfacial resistance with sulfides']",0.7698854707704099,78,8.0,0.8222222222222222,0.7786497869241087,55,0.65,300,0.7596363253000296,71,851,Moderate (500-1000),0.34231697506033787,0.7355164902067454
Li1-2MnP2O7,3.944,110.4,1206.07,435.37,0.0171,0.0067,0.09923863115409853,0.12543447105294359,1.0,0.9969783916918468,0.5119867578581847,299,0.7,0.44999999999999996,0.6691032627425813,189,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7352826101940648,79,8.0,0.8222222222222222,0.7435508553483782,146,0.8,450,0.7486841798677708,98,1238,Good (1000-2000),0.49798873692679,0.7354232904398523
Li0-2.5TiMn4O10,3.875,150.58,2287.96,583.56,0.0816,0.0184,0.13535645905058113,0.23795389354705185,1.0,0.9873041667724652,0.5533209078426305,150,0.7,0.5,0.7124111816089609,72,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ Ti may cause interfacial resistance with sulfides']",0.7699289452871687,80,8.0,0.8222222222222222,0.775116398554844,62,0.65,300,0.7596689311875986,70,800,Moderate (500-1000),0.32180209171359614,0.7345179176123824
Li0-6MnV3(PO4)6,3.768,196.29,2120.06,739.71,0.021,0.025,0.1764452075112138,0.2204918493126465,1.0,0.994159916715334,0.5593828441788975,112,0.55,0.5333333333333333,0.6877627073544074,135,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling']",0.7502101658835261,81,8.0,0.8222222222222222,0.7442315141957042,143,0.8,450,0.7523798466348666,88,1180,Good (1000-2000),0.4746580852775543,0.734419813496637
Li0-1CrO3,3.713,250.63,3318.7,930.64,0.4022,0.4094,0.22529146853398294,0.3451535807070932,1.0,0.8969606175253282,0.5944130339744229,31,0.65,0.55,0.7430387108648349,25,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.794430968691868,82,12.0,0.7333333333333334,0.7965556690339558,22,0.7,350,0.7716565598522342,42,270,Poor (<500),0.1086082059533387,0.7327830990634177
Li0-0.67MnPO4,3.588,115.62,1330.25,414.9,0.0496,0.064,0.10393089251844993,0.13834951961177894,1.0,0.9855775334535205,0.5153242090311743,282,0.7,0.44999999999999996,0.6715907924243736,171,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7372726339394988,83,8.0,0.8222222222222222,0.7452921261256328,140,0.8,450,0.7501766976768462,92,1004,Good (1000-2000),0.40386162510056317,0.7319606996894372
Li1-4MnV(PO4)3,3.706,192.1,2013.86,711.94,0.0363,0.0258,0.17267881381070949,0.2094467683257862,1.0,0.9921158875657009,0.5548211170852684,137,0.55,0.5333333333333333,0.6843626781232758,144,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling']",0.7474901424986207,84,8.0,0.8222222222222222,0.7489943508767692,125,0.8,450,0.7503398290961878,91,1138,Good (1000-2000),0.4577634754625905,0.7318750683903231
Li0-2MnPHO5,3.519,296.48,3057.0,1043.34,0.0227,0.0551,0.26650606308484726,0.3179360882940862,1.0,0.990122641748978,0.6105257385217844,18,0.5,0.4666666666666666,0.6967147909245399,118,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7573718327396319,85,8.0,0.8222222222222222,0.7582955917424161,101,0.8,450,0.7552510967769461,79,1097,Good (1000-2000),0.4412711182622687,0.7318098402642723
Li0-3Cr3(CuO6)2,4.055,162.14,2125.08,657.52,0.0592,0.0647,0.14574775050113709,0.22101394259469961,1.0,0.9842698626310845,0.5503815997983568,170,0.65,0.7,0.7477204031900178,21,0.8999999999999999,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.7781763225520142,86,12.0,0.7333333333333334,0.7850114250901552,40,0.75,400,0.7644655752473439,64,406,Poor (<500),0.16331456154465004,0.7316092630055746
Li1-2MnP2O7,4.051,110.4,1261.58,447.26,0.0469,0.0251,0.09923863115409853,0.13120765792281755,1.0,0.990859000076175,0.5128008051767962,296,0.7,0.44999999999999996,0.6697100032647549,183,0.9999999999999999,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ Mn may cause interfacial resistance with sulfides']",0.735768002611804,87,8.0,0.8222222222222222,0.7439755737138999,144,0.8,450,0.7490482241810752,96,1001,Good (1000-2000),0.4026548672566372,0.7309599672174315
Li0-2Mn3VO8,3.546,149.88,2179.91,531.41,0.0644,0.0595,0.1347272285994229,0.226716407665411,1.0,0.9842698626310845,0.5493372088441417,172,0.55,0.6499999999999999,0.7094419787687015,79,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling']",0.7675535830149613,88,8.0,0.8222222222222222,0.7730379565666625,65,0.7,300,0.7553874094834431,77,752,Moderate (500-1000),0.3024939662107804,0.7295679099171118
Li0-3TiMn2O6,3.085,292.85,3445.55,903.54,0.085,0.0549,0.2632430537452696,0.35834631633028746,0.7,0.9822385293146789,0.5306504377326056,246,0.7,0.5,0.6955140153656691,123,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ Ti may cause interfacial resistance with sulfides']",0.7564112122925353,89,8.0,0.8222222222222222,0.7668598107559683,84,0.7,300,0.7545306314416236,83,720,Moderate (500-1000),0.28962188254223653,0.7294603240321685
Li1-2MnP2O7,4.052,110.4,1122.1,447.38,0.0458,0.024,0.09923863115409853,0.11670136888282438,1.0,0.9911383084071808,0.508490814714449,312,0.7,0.44999999999999996,0.6664976029485801,199,0.9999999999999999,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7331980823588639,90,8.0,0.8222222222222222,0.7417268934925773,155,0.8,450,0.7471207839913703,107,1006,Good (1000-2000),0.40466613032984716,0.7294543302130045
Li0.2-1MnO2,3.215,228.39,3009.51,734.39,0.0896,0.0498,0.20529991820004134,0.3129970026437473,0.7,0.9823020084808166,0.502569381615257,336,0.7,0.6,0.6995841329592067,109,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7596673063673653,91,8.0,0.8222222222222222,0.7722088930714447,69,0.65,300,0.7519727019977462,89,721,Moderate (500-1000),0.2900241351568785,0.7290154954596696
Li3-4Mn(PO4)2,4.042,98.3,1035.35,397.32,0.03,0.0106,0.08836193335550621,0.10767913935730525,1.0,0.9948454917096209,0.5036210489025112,330,0.7,0.44999999999999996,0.6628679807091264,215,0.9999999999999999,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7302943845673011,92,8.0,0.8222222222222222,0.73918615792496,160,0.8,450,0.7449430106476982,113,1074,Good (1000-2000),0.4320193081255028,0.7290071779830606
Li0-1Mn2P3O11,4.241,69.48,933.07,294.67,0.0346,0.0409,0.06245561678067724,0.09704174874208801,1.0,0.9904146459132113,0.4932886257047774,371,0.7,0.44999999999999996,0.6551668315216226,248,0.9999999999999999,"['⚠️ Voltage near sulfide electrolyte limit', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7241334652172979,93,8.0,0.8222222222222222,0.7337953534937071,190,0.85,450,0.7453223211351956,112,993,Moderate (500-1000),0.3994368463395012,0.7285274803000084
Li0-1Mn(PO3)3,3.677,89.7,913.34,329.78,0.0087,0.0452,0.08063138781270507,0.09498977653991518,1.0,0.9931569458903587,0.49762832179870464,360,0.7,0.44999999999999996,0.6584013725782734,236,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.7267210980626186,94,8.0,0.8222222222222222,0.7360595322333627,180,0.8,450,0.7422630457691863,121,1159,Good (1000-2000),0.4662107803700724,0.7284834475298626
Li0-3MnV4O12,3.587,170.52,2392.69,611.65,0.0688,0.0717,0.15328053790214569,0.24884609064454602,1.0,0.9821623543153137,0.5602983148161973,110,0.55,0.6499999999999999,0.7176117092119295,58,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling']",0.7740893673695437,95,8.0,0.8222222222222222,0.7716139107340649,72,0.65,300,0.7552892477493798,78,719,Moderate (500-1000),0.28921962992759453,0.7279890583245666
Li0-0.5CuO2,4.529,135.34,2819.31,612.94,0.1749,0.0354,0.12165721322822189,0.29321569940739295,0.7,0.9733006627224945,0.4743741125376475,439,0.75,0.85,0.7535691232762786,16,0.8,['❌ Voltage exceeds sulfide electrolyte window'],0.7628552986210229,96,12.0,0.7333333333333334,0.7839269577219664,41,0.75,400,0.7579748072991006,76,260,Poor (<500),0.10458567980691874,0.7278471789618187
Li1-2CuPO4,3.28,155.46,1739.14,509.96,0.0749,0.0556,0.13974309419579853,0.18087516146410768,0.7,0.9834319376380671,0.446713112633892,514,0.75,0.575,0.6642023247908007,208,1.0,['✅ Voltage within sulfide electrolyte window'],0.7313618598326406,97,12.0,0.7333333333333334,0.7444951987821319,142,0.9,550,0.7493547282078138,94,576,Moderate (500-1000),0.23169750603378922,0.7276443710304232
Li1-2CuPO4,3.176,155.46,1641.86,493.79,0.0593,0.055,0.13974309419579853,0.17075778407802694,0.7,0.9854886626209278,0.44398640816549684,520,0.75,0.575,0.66217000792771,217,1.0,['✅ Voltage within sulfide electrolyte window'],0.7297360063421678,98,12.0,0.7333333333333334,0.7430725769779684,147,0.9,550,0.7481353380899592,100,601,Moderate (500-1000),0.2417538213998391,0.7271310283671802
